year,tweets,users,tweets:user,original tweets:user,retweets:user,unedited retweets:user,edited retweets:user,genuine @replies:user,URLs:user,users:tweets,original tweets,genuine @replies,retweets,unedited retweets,edited retweets,URLs,% original tweets,% genuine @replies,% retweets,% unedited retweets,% edited retweets,% URLs,number of current users from least active 90% (< 3 tweets),% of current users from least active 90% (< 3 tweets),number of tweets from least active 90% (< 3 tweets),% of tweets from least active 90% (< 3 tweets),number of current users from > 90% group (> 2 tweets; 1047 of 8128 users),% of current users from > 90% group (> 2 tweets; 1047 of 8128 users),tweets from > 90% group (> 2 tweets; 1047 of 8128 users),% of tweets from > 90% group (> 2 tweets; 1047 of 8128 users),number of current users from > 99% group (> 13 tweets; 94 of 8128 users),% of current users from > 99% group (> 13 tweets; 94 of 8128 users),tweets from > 99% group (> 13 tweets; 94 of 8128 users),% of tweets from > 99% group (> 13 tweets; 94 of 8128 users)
2013,15679,8128,1.92901,0.422244,0.828002,0,0.828002,0.678765,0.698081,0.5184,3432,5517,6730,,6730,5674,0.218892,0.351872,0.429237,0,0.429237,0.361885,6987,0.859621,8021,0.511576,1047,0.128814,5179,0.330314,94,0.011565,2479,0.15811


percentile,tweets,tweets:total tweets,original tweets,original tweets:tweets,@replies,@replies:tweets,genuine @replies,genuine @replies:tweets,retweets,retweets:tweets,unedited retweets,unedited retweets:tweets,edited retweets,edited retweets:tweets,URLs,URLs:tweets
users > 0% (>= 0 tweets; 6988 of 8128 users),8021,0.511576,2052,0.255828,5969,0.744172,2232,0.27827,3737,0.465902,,0,3737,0.465902,3839,0.478619
users > 90% (>= 3 tweets; 1047 of 8128 users),5179,0.330314,1129,0.217996,4050,0.782004,1908,0.368411,2142,0.413593,,0,2142,0.413593,1437,0.277467
users > 99% (>= 14 tweets; 94 of 8128 users),2479,0.15811,251,0.101251,2228,0.898749,1377,0.555466,851,0.343284,,0,851,0.343284,398,0.160549
all 8128 users,15679,1,3432,0.218892,12247,0.781108,5517,0.351872,6730,0.429237,,0,6730,0.429237,5674,0.361885


user,percentile,tweets,original tweets,% original tweets,@replies,% @replies,genuine @replies,% genuine @replies,retweets,% retweets,unedited retweets,% unedited retweets,edited retweets,% edited retweets,URLs,% URLs,@replies received,@replies received:sent tweets,genuine @replies received,% genuine @replies received,genuine @replies received:sent tweets,retweets received,% retweets received,retweets received:sent tweets,unedited retweets received,% unedited retweets received,unedited retweets received:sent tweets,edited retweets received,% edited retweets received,edited retweets received:sent tweets
JeromeTaylor,none,0,0,,,,0,,,,,,0,,,,6,,0,0,,6,1,,0,0,,6,1,
 sinan erkek,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
Cafedemi,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
catydoodle,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Hello©Selo,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
Soyadinaz,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
AhmetYildirim38,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
burak_erdogan,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 hüseyin cingitş ,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 gülsüm #AK,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Rabia GÜL,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Canhan Çakıroğlu,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ali Kosan,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Alayci Kuş,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
sirtatters,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Şenay Özarslan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 sarisey,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Erdoğan AKAN,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Damla Mert Kirali,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
SarahHashem2,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Çapulcu Sözler,> 90%,3,0,0,3,1,1,0.333333,2,0.666667,,0,2,0.666667,,0,0,0,0,,0,,,0,,,0,0,,0
ko_yilmaz,none,0,0,,,,0,,,,,,0,,,,20,,10,0.5,,10,0.5,,0,0,,10,0.5,
TheHolyPotato_,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Tania Tascioglu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Elif Uçan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 zeynep öz,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
arkiremitci,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
 aziz gürer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
SonicBubbleBoom,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 cengiz öz,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 mehmet ali çuhadar,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 B.S.,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 TC nasuh bektaş,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Sura I.,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Let's Get There,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Piryolu Haber,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
nagehannagihan,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
JessicaJJLutz,none,0,0,,,,0,,,,,,0,,,,4,,0,0,,4,1,,0,0,,4,1,
 Murat Erdem,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 cetinceviz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 volkan aktaç,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,,0,0,0,0,,0,,,0,,,0,0,,0
 Gmz Blbn,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Sedat Bayram,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 BURAK SÜRMELİ #AK,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
SETEMAKADEM,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Beril Maraloğlu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 kureyş bilgiç,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
eyupacar65,none,0,0,,,,0,,,,,,0,,,,4,,4,1,,0,0,,0,0,,0,0,
 Arda Kahraman,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 birol erdogan,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
 Duke Kelev,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Casey Michel,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Wêneyên Gerilla,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Jürgen Derieuw,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 mine alkan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Diren TÜRKiYE,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 fund ☮✪☮✪☮✪,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 BayÇapulcu,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Rojda Gözde Silvan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 sinem akyol,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Paulina Postlewait,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
BASBAKAN_RTE,none,0,0,,,,0,,,,,,0,,,,24,,24,1,,0,0,,0,0,,0,0,
 Seyit Akbulak,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
  Güler Açtı,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Gülsenem Ukab,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 Fuckülte Fuckarası,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mehmet EVCİMEN,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 bkantakyai,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 ramazan kozan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 k.erdogan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 SÎYASOR,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Cnn Türk Manşet,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 ERDEM KESKİN,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Fevziye Ertuna,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 ahmet dogdu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 CELAL YAVUZ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 FIRATERDOĞAN,> 0%,2,2,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Hiçişleri,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Akfikir Haber,> 90%,8,8,1,,0,0,0,,0,,0,0,0,8,1,0,0,0,,0,,,0,,,0,0,,0
 Medeni D.,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Emel Yüzer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Halime Kaplan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ezgidunya2,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Zenonas Tziarras,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 ayse kardas,> 0%,2,1,0.5,1,0.5,1,0.5,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Posta Son Dakika,> 90%,5,5,1,,0,0,0,,0,,0,0,0,5,1,0,0,0,,0,,,0,,,0,0,,0
RengArenk2day,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
BilalKORKMZ,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
asliaydintasbas,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Miranda ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ahmet Erdoğan,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 skleroderma,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 hasRet ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mesut Dursun,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 KASIM GÜLOĞLU,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Thor,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Ahmet Gül,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Cansu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Tuğba Akgün,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Xiangir,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ahmed Awadalla,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Artemis Entreri,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 levent bağçıvan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
ShamiWitness,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
 Çapulcu Sibel,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
Rencai10,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 George Pamboridis,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
hamzayilmaz54,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 mehmetozy,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Dani Rodrik,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 SeMa,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 F5Haber.com,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 H4tice #4K,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
NOVAYURT,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Gökhan Atabay,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 II. Osmanlı Empire,> 90%,4,0,0,4,1,0,0,4,1,,0,4,1,,0,0,0,0,,0,,,0,,,0,0,,0
 gulsen ovacik,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Camille Antunes,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 duzcetv,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 aziz atlı,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Egemen Bagis,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 SolidaridadKosovo,> 90%,3,2,0.666667,1,0.333333,0,0,1,0.333333,,0,1,0.333333,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 haberokuyoruz.com,> 90%,8,8,1,,0,0,0,,0,,0,0,0,8,1,0,0,0,,0,,,0,,,0,0,,0
cemcadirci,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
ismetUcma,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Çapulcu Volkan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
samet__IMD,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
kuzu_sule,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Ali Rahimli,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
Tarihci1864,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Melik Uğur ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Hidayet Ulupinar,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 مروان أبو بكر,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Daniel Berman,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
IndritMaraku,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
DS_Spasojevic,none,0,0,,,,0,,,,,,0,,,,3,,2,0.666667,,1,0.333333,,0,0,,1,0.333333,
 yobazımtrak,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Faris BQ™,> 90%,9,7,0.777778,2,0.222222,0,0,2,0.222222,,0,2,0.222222,,0,0,0,0,,0,,,0,,,0,0,,0
 atma ziya,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
nevzatdurmaz3,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
TwitGazozu,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
azelin,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
 Opiniebladen,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Alp Kamsiz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 TC Gizem Tabak,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Babasının Huysuzu,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Eng. Omar Mahdi,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Occileto,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 lantidiplomatico,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Orhan Turan,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 erkuld,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Serbianna,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 metin özgül,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 DW (Srpski),> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Yiğit ERDOĞAN ,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 ömrümü yedi öküz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Yunus,> 90%,3,0,0,3,1,1,0.333333,2,0.666667,,0,2,0.666667,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
 Oktay Tüm,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Uğur,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 yasemin hamdemir,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Elvinwaits,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
PMKosovo,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
 s'den,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 zulkarneyn,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
BenPa,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 GALATASARAYLI,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Matteo Meloni,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
batuhan_erdogan,none,0,0,,,,0,,,,,,0,,,,3,,2,0.666667,,1,0.333333,,0,0,,1,0.333333,
 Çapulcu Ramazan ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
humababuna,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Lütfeddin sari,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
ezberbozan,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 JDL_UK_OFFICIAL,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Habercix,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
hekimerton,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Solotest Bilgini,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 cem KURTULDU ,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
KurdoMed,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
 Patricia,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 ebubekir isik,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Manuel C. Almeida,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
24_devrim,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Alican Nacak,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Methi ÇELİK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
ARadwanska,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
ZaferYazgan,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
 ÇAĞDAŞ ZEYBEK,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Yağmur Yüksel,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Mert Ali Gündüz,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Gülcan Beyaz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Türker N,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Biz 23 BussinessNews,> 99%,24,3,0.125,21,0.875,3,0.125,18,0.75,,0,18,0.75,6,0.25,0,0,0,,0,,,0,,,0,0,,0
 T.C.yamanfenerbahçem,> 90%,3,1,0.333333,2,0.666667,2,0.666667,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Berkay Dizman,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Zihni Özdil,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Beril,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 eksikolay Canli,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 TC Selçuk #ATA,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
ahmetgundogdu01,none,0,0,,,,0,,,,,,0,,,,40,,40,1,,0,0,,0,0,,0,0,
 Jayhun jaylan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
gantepcllddn,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 родни град СФРЈ ★,> 90%,3,1,0.333333,2,0.666667,2,0.666667,,0,,0,0,0,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
oguz__kaya,none,0,0,,,,0,,,,,,0,,,,48,,1,0.0208333,,47,0.979167,,0,0,,47,0.979167,
