year,tweets,users,tweets:user,original tweets:user,retweets:user,unedited retweets:user,edited retweets:user,genuine @replies:user,URLs:user,users:tweets,original tweets,genuine @replies,retweets,unedited retweets,edited retweets,URLs,% original tweets,% genuine @replies,% retweets,% unedited retweets,% edited retweets,% URLs,number of current users from least active 90% (< 3 tweets),% of current users from least active 90% (< 3 tweets),number of tweets from least active 90% (< 3 tweets),% of tweets from least active 90% (< 3 tweets),number of current users from > 90% group (> 2 tweets; 1047 of 8128 users),% of current users from > 90% group (> 2 tweets; 1047 of 8128 users),tweets from > 90% group (> 2 tweets; 1047 of 8128 users),% of tweets from > 90% group (> 2 tweets; 1047 of 8128 users),number of current users from > 99% group (> 13 tweets; 94 of 8128 users),% of current users from > 99% group (> 13 tweets; 94 of 8128 users),tweets from > 99% group (> 13 tweets; 94 of 8128 users),% of tweets from > 99% group (> 13 tweets; 94 of 8128 users)
2013,15679,8128,1.92901,0.422244,0.828002,0,0.828002,0.678765,0.698081,0.5184,3432,5517,6730,,6730,5674,0.218892,0.351872,0.429237,0,0.429237,0.361885,6987,0.859621,8021,0.511576,1047,0.128814,5179,0.330314,94,0.011565,2479,0.15811


percentile,tweets,tweets:total tweets,original tweets,original tweets:tweets,@replies,@replies:tweets,genuine @replies,genuine @replies:tweets,retweets,retweets:tweets,unedited retweets,unedited retweets:tweets,edited retweets,edited retweets:tweets,URLs,URLs:tweets
users > 0% (>= 0 tweets; 6988 of 8128 users),8021,0.511576,2052,0.255828,5969,0.744172,2232,0.27827,3737,0.465902,,0,3737,0.465902,3839,0.478619
users > 90% (>= 3 tweets; 1047 of 8128 users),5179,0.330314,1129,0.217996,4050,0.782004,1908,0.368411,2142,0.413593,,0,2142,0.413593,1437,0.277467
users > 99% (>= 14 tweets; 94 of 8128 users),2479,0.15811,251,0.101251,2228,0.898749,1377,0.555466,851,0.343284,,0,851,0.343284,398,0.160549
all 8128 users,15679,1,3432,0.218892,12247,0.781108,5517,0.351872,6730,0.429237,,0,6730,0.429237,5674,0.361885


user,percentile,tweets,original tweets,% original tweets,@replies,% @replies,genuine @replies,% genuine @replies,retweets,% retweets,unedited retweets,% unedited retweets,edited retweets,% edited retweets,URLs,% URLs,@replies received,@replies received:sent tweets,genuine @replies received,% genuine @replies received,genuine @replies received:sent tweets,retweets received,% retweets received,retweets received:sent tweets,unedited retweets received,% unedited retweets received,unedited retweets received:sent tweets,edited retweets received,% edited retweets received,edited retweets received:sent tweets
 iso ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Leinad Danjel,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Haber Monitör'de,> 90%,12,12,1,,0,0,0,,0,,0,0,0,12,1,0,0,0,,0,,,0,,,0,0,,0
 ftşhnlr,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ferdi Nezir,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 themuneeb,> 0%,2,1,0.5,1,0.5,1,0.5,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Baleboosteh,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Can Ataklı,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 bir garip çapulcu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Anna Barbara Rabin,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 cihan sezen,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 MrNiceguy1911,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
anildemirtas_,none,0,0,,,,0,,,,,,0,,,,50,,0,0,,50,1,,0,0,,50,1,
zereya1,none,0,0,,,,0,,,,,,0,,,,14,,14,1,,0,0,,0,0,,0,0,
 AlperTunga,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Aydınlık Gazetesi,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
 Mert Özlü,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
YusufSabriDisli,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 osman taşdaş,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
bursauniak,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
cglrcglyn16,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Buitenland,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 feyzabelieve selam ツ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Mariló Molero Martin,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Tert.am NewsArmenia,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 meltem yılmaz,> 99%,27,0,0,27,1,21,0.777778,6,0.222222,,0,6,0.222222,,0,0,0,0,,0,,,0,,,0,0,,0
 Nicotine,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ALO! javlja,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
RecepT_Erdogan,none,0,0,,,,0,,,,,,0,,,,46,,46,1,,0,0,,0,0,,0,0,
 ssevgisolmaz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Phil Greaves,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Layla Murad,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
ciyayesiser,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Simurg,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hadis Rehberi,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Barış Sağlam,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 tufan çelik,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mustafa Acar,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Hekuran Hajdari,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
Matt_VanDyke,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 helal faşizm,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Fatmanur VARIŞLI,> 90%,4,0,0,4,1,4,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Lee Smith,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Beren,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İrem Bakır,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 lümpen,> 0%,2,2,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ayse öztürk,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Rojava serci ★,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Benjamin Harvey,> 90%,5,5,1,,0,0,0,,0,,0,0,0,2,0.4,0,0,0,,0,,,0,,,0,0,,0
 Armend Krasniqi,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
Fsa_Media_Hub,none,0,0,,,,0,,,,,,0,,,,6,,5,0.833333,,1,0.166667,,0,0,,1,0.166667,
 Muhammed BiLEK,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mehmet KIZILAY,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Kathleen E. Curley,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Hasan Harun Kilimci,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 özgür karasu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
DnZLeOn,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
GizemSOYSALL,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
iowahawkblog,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Hakimiyet-i Milliye,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ömer kurtuldu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 yunus balyemez,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
selmaakin,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Yalçın ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Democracy Watch News,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 #AK Muh4®®em GÜNEŞ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 ELİF TEPEÇINAR ♥,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Yakup Çatalbaş,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
 ALİ,> 99%,17,0,0,17,1,1,0.0588235,16,0.941176,,0,16,0.941176,1,0.0588235,0,0,0,,0,,,0,,,0,0,,0
sybrandbuma,none,0,0,,,,0,,,,,,0,,,,2,,1,0.5,,1,0.5,,0,0,,1,0.5,
 Daniella,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
ismetyilmaz__,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 HaberEkspresi,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
bsrr_avci,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 F.Korkmaz,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hamad,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
nevzatcicek,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
merve_ozgee,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Jedi Knight,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 nevzataltunok,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Can Çelik,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ömer Ertürk,> 90%,9,0,0,9,1,9,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 AHMET ENDES,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 imd sUnAy DAĞ,> 90%,5,0,0,5,1,1,0.2,4,0.8,,0,4,0.8,,0,0,0,0,,0,,,0,,,0,0,,0
 Madelet Banu Irmak,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Buz Kıracağı๏̯͡๏)MKA,> 90%,3,0,0,3,1,2,0.666667,1,0.333333,,0,1,0.333333,,0,0,0,0,,0,,,0,,,0,0,,0
 Welat Kurdîstan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Nihat Kaşıkara,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
cavitozer19,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 عبدالله القحطاني,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ali Saygin,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,1,0.5,0,0,0,,0,,,0,,,0,0,,0
pusharry,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
byfredoom,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Filmon Zerai ,> 0%,2,1,0.5,1,0.5,1,0.5,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Nuşin Mısırlı ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Bulent Gultekin,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,3,1,0,0,0,,0,,,0,,,0,0,,0
Toffeesever,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
European_Union,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Beril Karsli,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hamza Ertaş,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 serdar paktin,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Piri Reis,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İlayda Mutlu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Nisan Erdil,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Yousef Adan,> 90%,3,2,0.666667,1,0.333333,1,0.333333,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 state of jackson ▲,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mladen KG,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 ← PISS be upon PAK,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,3,1,0,0,0,,0,,,0,,,0,0,,0
BtGulcn,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
 Olgun AKDİK,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
 got milk?,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Beste Tan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 ömer şakir,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Vedat Xhymshiti ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
  ﺳﺮﺩﺍﺭ  ,> 90%,7,0,0,7,1,7,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Büyükanne,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Pınar Arslan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Aaron ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
SEYFGL,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 BADSECTOR™,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Amy Coccia,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 gulnur ozkan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 HÜROL YERCAN,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
springrose12,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
_RichardHall,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 ADEM YILDIZ,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,,0,0,0,0,,0,,,0,,,0,0,,0
 PUNK  ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Konya Flaş Haber,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Haber Okuyalım,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ali BAŞAK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
dirshejunior,none,0,0,,,,0,,,,,,0,,,,6,,6,1,,0,0,,0,0,,0,0,
 Nur Turan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İbrahim Demirtaş ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Witness Human Rights,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 شاباز سليمان,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mehmet Müftüoğlu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
InaanGun,none,0,0,,,,0,,,,,,0,,,,9,,9,1,,0,0,,0,0,,0,0,
 Kalust Şalcıoğlu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Oya Gencer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Aslı Kurusoy,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,,0,0,0,0,,0,,,0,,,0,0,,0
 meCe,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
danieldombey,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Zana Azem,> 90%,4,1,0.25,3,0.75,3,0.75,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Erdal yılmaz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 cenkcildogan,> 99%,43,10,0.232558,33,0.767442,19,0.44186,14,0.325581,,0,14,0.325581,11,0.255814,0,0,0,,0,,,0,,,0,0,,0
 Başka Haber,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
Onur_Inal,none,0,0,,,,0,,,,,,0,,,,3,,1,0.333333,,2,0.666667,,0,0,,2,0.666667,
 Şafak Baş,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 DOKTOR SU,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 yahya özbey,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 24 haber,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mehmet Metin ÜNAL,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
basildabh,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 ercan talan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 nazlii can,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Sevak Kirakosyan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Teo Log,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 SPOR ARTI,> 90%,3,3,1,,0,0,0,,0,,0,0,0,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 Erkan YORGANCI,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ∀RT∀N G. ∀DEM∀J,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Chukwuma Odelugo,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Tülin EGFC,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Hababam | Community,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 bidatzi,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
direniscibaba,none,0,0,,,,0,,,,,,0,,,,4,,4,1,,0,0,,0,0,,0,0,
 MUBIN SANLI,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ramil Abbasov,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Tunacan Eşki,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
AliCologne,none,0,0,,,,0,,,,,,0,,,,2,,1,0.5,,1,0.5,,0,0,,1,0.5,
 Kgthetweet,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
Akparti,none,0,0,,,,0,,,,,,0,,,,13,,13,1,,0,0,,0,0,,0,0,
LibertyFinder,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 CihaniSevenler,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 Aylin MRCN,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ☭ Şilan Becerman ★,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
actueel_nieuws,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Özge Ç.,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İS_H4KKİ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
mehmetkizilay,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 murat demirbag,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Nazlı Güçlü,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
hadeelalsayegh,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
SPIEGELONLINE,none,0,0,,,,0,,,,,,0,,,,2,,1,0.5,,1,0.5,,0,0,,1,0.5,
odulgokce,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 sinem ors ertas,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
Capulcanhayat,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
PedjaVasiljevic,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Cans ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Ercan KONUK,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İBOLİEBER ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Kevin,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 John Rossomando,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
Ali_Yazgili,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
beyzacns,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
nabucadnezzar,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Fatih Demir,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 bricit,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
AkTakip_TT,none,0,0,,,,0,,,,,,0,,,,16,,16,1,,0,0,,0,0,,0,0,
MuratCanSwim,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
alivarol66,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Ibrahim Sinan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 .Yomna.,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Karen (Gitchee),> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
av_sabantamer,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
